ID,ideology,leadership,name,district,party,description,introduced_bills_118,cosponsored_bills_118,unique_cosponsors_118,total_cosponsors_118
412619,0.6526516503734412,0.49426593833731697,Buck,CO4,Republican,rank-and-file Republican,17,102,178,212
412817,0.6697282222569262,0.3377554334538137,Burchett,TN2,Republican,rank-and-file Republican,32,219,85,135
412735,0.6382513832150717,0.5532722335653769,Estes,KS4,Republican,rank-and-file Republican,15,178,243,308
412773,0.6681730422378719,0.22542287376762715,Fulcher,ID1,Republican,moderate Republican follower,15,183,78,97
412813,0.7685165877134754,0.5685241802894793,Reschenthaler,PA14,Republican,conservative Republican,25,382,292,367
412826,0.7490063297028727,0.7004547890130952,Roy,TX21,Republican,conservative Republican leader,49,682,179,852
412724,0.6826362418398756,0.5461123579921717,Kustoff,TN8,Republican,rank-and-file Republican,28,226,174,273
412477,0.6769526107616197,0.18987030924097623,DesJarlais,TN4,Republican,moderate Republican follower,4,146,21,21
412705,0.7708158095877476,0.5111478562473732,Higgins,LA3,Republican,conservative Republican,47,353,117,237
412722,0.6165607278818119,0.5225463480001685,Smucker,PA11,Republican,rank-and-file Republican,29,226,234,359
412399,0.5815543816903284,0.28292851901258675,Schweikert,AZ1,Republican,rank-and-file Republican,25,121,81,108
400314,0.3265930586815165,0.44650888741193534,Pelosi,CA11,Democrat,centrist Democrat,2,95,0,0
412631,0.5974989376914976,0.6460129248744445,Graves,LA6,Republican,moderate Republican leader,26,162,353,474
407672,0.21091677293872246,0.3654405522846125,Mfume,MD7,Democrat,rank-and-file Democrat,15,324,123,333
456811,0.15397746433535178,0.8852827822373285,Williams,GA5,Democrat,progressive Democratic leader,52,713,229,1713
456841,0.6780511164540809,0.45462240070387216,Bice,OK5,Republican,rank-and-file Republican,30,304,184,319
456844,0.7727329165274731,0.4758741104541248,Harshbarger,TN1,Republican,conservative Republican,25,333,193,301
456816,0.7211495548610934,0.6751829262672261,Hinson,IA2,Republican,moderate Republican leader,33,334,209,390
456823,0.7895139566160447,0.5958128757164733,Mann,KS1,Republican,conservative Republican,23,417,219,547
412720,0.8107185770108597,0.7258408173265618,Tenney,NY24,Republican,conservative Republican leader,79,577,319,838
456810,0.6161282880837298,0.8158622626517316,Salazar,FL27,Republican,moderate Republican leader,32,461,373,923
456839,0.11153682090651028,0.5296801060502102,Bowman,NY16,Democrat,progressive Democrat,14,523,165,505
456806,0.732819316099434,0.5886660963894047,Cammack,FL3,Republican,rank-and-file Republican,23,280,260,417
456828,0.6491224453604629,0.4570657152131744,Fischbach,MN7,Republican,rank-and-file Republican,24,183,158,368
