state,district_number,year,democratic_vote_percentage,republican_vote_percentage,efficiency_gap,bias
FLORIDA,1,1990,52.23,47.77,0.026,0.066
FLORIDA,2,1990,56.93,43.07,0.026,0.066
FLORIDA,3,1990,72.65,27.35,0.026,0.066
FLORIDA,4,1990,44.09,55.91,0.026,0.066
FLORIDA,5,1990,40.11,59.89,0.026,0.066
FLORIDA,6,1990,40.78,59.22,0.026,0.066
FLORIDA,7,1990,67.56,32.44,0.026,0.066
FLORIDA,8,1990,0.0,100.0,0.026,0.066
FLORIDA,9,1990,41.9,58.1,0.026,0.066
FLORIDA,10,1990,0.0,100.0,0.026,0.066
FLORIDA,11,1990,51.94,48.06,0.026,0.066
FLORIDA,12,1990,0.0,100.0,0.026,0.066
FLORIDA,13,1990,0.0,100.0,0.026,0.066
FLORIDA,14,1990,66.04,33.96,0.026,0.066
FLORIDA,15,1990,0.0,100.0,0.026,0.066
FLORIDA,16,1990,100.0,0.0,0.026,0.066
FLORIDA,17,1990,78.32,21.68,0.026,0.066
FLORIDA,18,1990,39.62,60.38,0.026,0.066
FLORIDA,19,1990,61.98,38.02,0.026,0.066
GEORGIA,1,1990,71.22,28.78,0.074,0.045
GEORGIA,2,1990,73.02,26.98,0.074,0.045
GEORGIA,3,1990,63.16,36.84,0.074,0.045
GEORGIA,4,1990,52.43,47.57,0.074,0.045
GEORGIA,5,1990,75.59,24.41,0.074,0.045
GEORGIA,6,1990,49.69,50.31,0.074,0.045
GEORGIA,7,1990,60.11,39.89,0.074,0.045
GEORGIA,8,1990,68.75,31.25,0.074,0.045
GEORGIA,9,1990,55.83,44.17,0.074,0.045
GEORGIA,10,1990,58.29,41.71,0.074,0.045
ILLINOIS,1,1990,93.77,6.23,0.022,0.023
ILLINOIS,2,1990,78.22,21.78,0.022,0.023
ILLINOIS,3,1990,70.93,29.07,0.022,0.023
ILLINOIS,4,1990,59.2,40.8,0.022,0.023
ILLINOIS,5,1990,68.18,31.82,0.022,0.023
ILLINOIS,6,1990,33.31,66.69,0.022,0.023
ILLINOIS,7,1990,79.93,20.07,0.022,0.023
ILLINOIS,8,1990,100.0,0.0,0.022,0.023
ILLINOIS,9,1990,71.21,28.79,0.022,0.023
ILLINOIS,10,1990,31.24,68.76,0.022,0.023
ILLINOIS,11,1990,54.57,45.43,0.022,0.023
ILLINOIS,12,1990,0.0,100.0,0.022,0.023
ILLINOIS,13,1990,34.2,65.8,0.022,0.023
ILLINOIS,14,1990,33.1,66.9,0.022,0.023
ILLINOIS,15,1990,0.0,100.0,0.022,0.023
ILLINOIS,16,1990,54.59,45.41,0.022,0.023
ILLINOIS,17,1990,66.52,33.48,0.022,0.023
ILLINOIS,18,1990,0.0,100.0,0.022,0.023
ILLINOIS,19,1990,67.18,32.82,0.022,0.023
ILLINOIS,20,1990,66.2,33.8,0.022,0.023
ILLINOIS,21,1990,66.04,33.96,0.022,0.023
ILLINOIS,22,1990,100.0,0.0,0.022,0.023
INDIANA,1,1990,66.03,33.97,0.104,0.031
INDIANA,2,1990,59.37,40.63,0.104,0.031
INDIANA,3,1990,50.89,49.11,0.104,0.031
INDIANA,4,1990,60.67,39.33,0.104,0.031
INDIANA,5,1990,53.14,46.86,0.104,0.031
INDIANA,6,1990,36.53,63.47,0.104,0.031
INDIANA,7,1990,42.41,57.59,0.104,0.031
INDIANA,8,1990,54.72,45.28,0.104,0.031
INDIANA,9,1990,68.99,31.01,0.104,0.031
INDIANA,10,1990,66.43,33.57,0.104,0.031
KENTUCKY,1,1990,100.0,0.0,0.014,0.061
KENTUCKY,2,1990,66.04,33.96,0.014,0.061
KENTUCKY,3,1990,60.56,39.44,0.014,0.061
KENTUCKY,4,1990,30.67,69.33,0.014,0.061
KENTUCKY,5,1990,0.0,100.0,0.014,0.061
KENTUCKY,6,1990,0.0,100.0,0.014,0.061
KENTUCKY,7,1990,50.81,49.19,0.014,0.061
MARYLAND,1,1990,43.16,56.84,0.027,0.105
MARYLAND,2,1990,25.64,74.36,0.027,0.105
MARYLAND,3,1990,69.73,30.27,0.027,0.105
MARYLAND,4,1990,58.85,41.15,0.027,0.105
MARYLAND,5,1990,80.66,19.34,0.027,0.105
MARYLAND,6,1990,65.35,34.65,0.027,0.105
MARYLAND,7,1990,84.99,15.01,0.027,0.105
MARYLAND,8,1990,23.22,76.78,0.027,0.105
MASSACHUSETTS,1,1990,22.44,77.56,0.137,0.166
MASSACHUSETTS,2,1990,100.0,0.0,0.137,0.166
MASSACHUSETTS,3,1990,100.0,0.0,0.137,0.166
MASSACHUSETTS,4,1990,65.53,34.47,0.137,0.166
MASSACHUSETTS,5,1990,52.18,47.82,0.137,0.166
MASSACHUSETTS,6,1990,65.06,34.94,0.137,0.166
MASSACHUSETTS,7,1990,100.0,0.0,0.137,0.166
MASSACHUSETTS,8,1990,76.15,23.85,0.137,0.166
MASSACHUSETTS,9,1990,100.0,0.0,0.137,0.166
MASSACHUSETTS,10,1990,53.41,46.59,0.137,0.166
MASSACHUSETTS,11,1990,100.0,0.0,0.137,0.166
MICHIGAN,1,1990,91.3,8.7,0.029,0.053
MICHIGAN,2,1990,34.11,65.89,0.029,0.053
MICHIGAN,3,1990,57.86,42.14,0.029,0.053
MICHIGAN,4,1990,42.23,57.77,0.029,0.053
MICHIGAN,5,1990,24.58,75.42,0.029,0.053
MICHIGAN,6,1990,100.0,0.0,0.029,0.053
MICHIGAN,7,1990,68.38,31.62,0.029,0.053
MICHIGAN,8,1990,68.61,31.39,0.029,0.053
MICHIGAN,9,1990,45.24,54.76,0.029,0.053
MICHIGAN,10,1990,33.75,66.25,0.029,0.053
MICHIGAN,11,1990,38.73,61.27,0.029,0.053
MICHIGAN,12,1990,65.77,34.23,0.029,0.053
MICHIGAN,13,1990,82.91,17.09,0.029,0.053
MICHIGAN,14,1990,65.97,34.03,0.029,0.053
MICHIGAN,15,1990,62.59,37.41,0.029,0.053
MICHIGAN,16,1990,67.6,32.4,0.029,0.053
MICHIGAN,17,1990,69.69,30.31,0.029,0.053
MICHIGAN,18,1990,33.64,66.36,0.029,0.053
MINNESOTA,1,1990,0.0,100.0,0.005,0.073
MINNESOTA,2,1990,0.0,100.0,0.005,0.073
MINNESOTA,3,1990,0.0,100.0,0.005,0.073
MINNESOTA,4,1990,0.0,100.0,0.005,0.073
MINNESOTA,5,1990,0.0,100.0,0.005,0.073
MINNESOTA,6,1990,0.0,100.0,0.005,0.073
MINNESOTA,7,1990,0.0,100.0,0.005,0.073
MINNESOTA,8,1990,0.0,100.0,0.005,0.073
MISSOURI,1,1990,60.9,39.1,0.022,0.021
MISSOURI,2,1990,50.01,49.99,0.022,0.021
MISSOURI,3,1990,56.8,43.2,0.022,0.021
MISSOURI,4,1990,61.85,38.15,0.022,0.021
MISSOURI,5,1990,62.09,37.91,0.022,0.021
MISSOURI,6,1990,48.07,51.93,0.022,0.021
MISSOURI,7,1990,47.85,52.15,0.022,0.021
MISSOURI,8,1990,42.72,57.28,0.022,0.021
MISSOURI,9,1990,57.53,42.47,0.022,0.021
NEW JERSEY,1,1990,55.83,44.17,0.097,0.047
NEW JERSEY,2,1990,100.0,0.0,0.097,0.047
NEW JERSEY,3,1990,51.38,48.62,0.097,0.047
NEW JERSEY,4,1990,35.49,64.51,0.097,0.047
NEW JERSEY,5,1990,22.87,77.13,0.097,0.047
NEW JERSEY,6,1990,52.3,47.7,0.097,0.047
NEW JERSEY,7,1990,23.71,76.29,0.097,0.047
NEW JERSEY,8,1990,100.0,0.0,0.097,0.047
NEW JERSEY,9,1990,54.23,45.77,0.097,0.047
NEW JERSEY,10,1990,82.46,17.54,0.097,0.047
NEW JERSEY,11,1990,33.84,66.16,0.097,0.047
NEW JERSEY,12,1990,32.64,67.36,0.097,0.047
NEW JERSEY,13,1990,40.4,59.6,0.097,0.047
NEW JERSEY,14,1990,69.42,30.58,0.097,0.047
NEW YORK,1,1990,61.13,38.87,0.029,0.02
NEW YORK,2,1990,64.07,35.93,0.029,0.02
NEW YORK,3,1990,60.54,39.46,0.029,0.02
NEW YORK,4,1990,39.29,60.71,0.029,0.02
NEW YORK,5,1990,46.48,53.52,0.029,0.02
NEW YORK,6,1990,76.27,23.73,0.029,0.02
NEW YORK,7,1990,100.0,0.0,0.029,0.02
NEW YORK,8,1990,78.83,21.17,0.029,0.02
NEW YORK,9,1990,72.52,27.48,0.029,0.02
NEW YORK,10,1990,86.45,13.55,0.029,0.02
NEW YORK,11,1990,100.0,0.0,0.029,0.02
NEW YORK,12,1990,100.0,0.0,0.029,0.02
NEW YORK,13,1990,85.1,14.9,0.029,0.02
NEW YORK,14,1990,42.51,57.49,0.029,0.02
NEW YORK,15,1990,38.62,61.38,0.029,0.02
NEW YORK,16,1990,93.61,6.39,0.029,0.02
NEW YORK,17,1990,82.84,17.16,0.029,0.02
NEW YORK,18,1990,96.86,3.14,0.029,0.02
NEW YORK,19,1990,71.94,28.06,0.029,0.02
NEW YORK,20,1990,69.79,30.21,0.029,0.02
NEW YORK,21,1990,29.92,70.08,0.029,0.02
NEW YORK,22,1990,27.94,72.06,0.029,0.02
NEW YORK,23,1990,60.92,39.08,0.029,0.02
NEW YORK,24,1990,37.99,62.01,0.029,0.02
NEW YORK,25,1990,0.0,100.0,0.029,0.02
NEW YORK,26,1990,0.0,100.0,0.029,0.02
NEW YORK,27,1990,37.49,62.51,0.029,0.02
NEW YORK,28,1990,64.82,35.18,0.029,0.02
NEW YORK,29,1990,28.11,71.89,0.029,0.02
NEW YORK,30,1990,66.49,33.51,0.029,0.02
NEW YORK,31,1990,47.99,52.01,0.029,0.02
NEW YORK,32,1990,62.7,37.3,0.029,0.02
NEW YORK,33,1990,81.78,18.22,0.029,0.02
NEW YORK,34,1990,32.67,67.33,0.029,0.02
NORTH CAROLINA,1,1990,64.79,35.21,0.095,0.001
NORTH CAROLINA,2,1990,74.74,25.26,0.095,0.001
NORTH CAROLINA,3,1990,59.3,40.7,0.095,0.001
NORTH CAROLINA,4,1990,58.07,41.93,0.095,0.001
NORTH CAROLINA,5,1990,59.11,40.89,0.095,0.001
NORTH CAROLINA,6,1990,33.41,66.59,0.095,0.001
NORTH CAROLINA,7,1990,65.65,34.35,0.095,0.001
NORTH CAROLINA,8,1990,54.97,45.03,0.095,0.001
NORTH CAROLINA,9,1990,37.98,62.02,0.095,0.001
NORTH CAROLINA,10,1990,38.18,61.82,0.095,0.001
NORTH CAROLINA,11,1990,49.34,50.66,0.095,0.001
OHIO,1,1990,51.09,48.91,0.003,0.009
OHIO,2,1990,35.58,64.42,0.003,0.009
OHIO,3,1990,100.0,0.0,0.003,0.009
OHIO,4,1990,38.29,61.71,0.003,0.009
OHIO,5,1990,26.85,73.15,0.003,0.009
OHIO,6,1990,28.8,71.2,0.003,0.009
OHIO,7,1990,37.93,62.07,0.003,0.009
OHIO,8,1990,38.88,61.12,0.003,0.009
OHIO,9,1990,77.69,22.31,0.003,0.009
OHIO,10,1990,36.77,63.23,0.003,0.009
OHIO,11,1990,65.72,34.28,0.003,0.009
OHIO,12,1990,28.01,71.99,0.003,0.009
OHIO,13,1990,60.53,39.47,0.003,0.009
OHIO,14,1990,59.56,40.44,0.003,0.009
OHIO,15,1990,40.84,59.16,0.003,0.009
OHIO,16,1990,41.09,58.91,0.003,0.009
OHIO,17,1990,77.71,22.29,0.003,0.009
OHIO,18,1990,74.28,25.72,0.003,0.009
OHIO,19,1990,64.77,35.23,0.003,0.009
OHIO,20,1990,73.35,26.65,0.003,0.009
OHIO,21,1990,79.96,20.04,0.003,0.009
PENNSYLVANIA,1,1990,79.43,20.57,-0.015,0.008
PENNSYLVANIA,2,1990,92.1,7.9,-0.015,0.008
PENNSYLVANIA,3,1990,60.02,39.98,-0.015,0.008
PENNSYLVANIA,4,1990,55.9,44.1,-0.015,0.008
PENNSYLVANIA,5,1990,40.25,59.75,-0.015,0.008
PENNSYLVANIA,6,1990,57.01,42.99,-0.015,0.008
PENNSYLVANIA,7,1990,34.71,65.29,-0.015,0.008
PENNSYLVANIA,8,1990,56.63,43.37,-0.015,0.008
PENNSYLVANIA,9,1990,0.0,100.0,-0.015,0.008
PENNSYLVANIA,10,1990,0.0,100.0,-0.015,0.008
PENNSYLVANIA,11,1990,100.0,0.0,-0.015,0.008
PENNSYLVANIA,12,1990,61.74,38.26,-0.015,0.008
PENNSYLVANIA,13,1990,39.7,60.3,-0.015,0.008
PENNSYLVANIA,14,1990,71.8,28.2,-0.015,0.008
PENNSYLVANIA,15,1990,39.43,60.57,-0.015,0.008
PENNSYLVANIA,16,1990,33.87,66.13,-0.015,0.008
PENNSYLVANIA,17,1990,0.0,100.0,-0.015,0.008
PENNSYLVANIA,18,1990,48.55,51.45,-0.015,0.008
PENNSYLVANIA,19,1990,0.0,100.0,-0.015,0.008
PENNSYLVANIA,20,1990,65.59,34.41,-0.015,0.008
PENNSYLVANIA,21,1990,0.0,100.0,-0.015,0.008
PENNSYLVANIA,22,1990,63.26,36.74,-0.015,0.008
PENNSYLVANIA,23,1990,40.61,59.39,-0.015,0.008
TENNESSEE,1,1990,0.0,100.0,0.053,0.116
TENNESSEE,2,1990,0.0,100.0,0.053,0.116
TENNESSEE,3,1990,57.4,42.6,0.053,0.116
TENNESSEE,4,1990,69.48,30.52,0.053,0.116
TENNESSEE,5,1990,100.0,0.0,0.053,0.116
TENNESSEE,6,1990,69.61,30.39,0.053,0.116
TENNESSEE,7,1990,37.99,62.01,0.053,0.116
TENNESSEE,8,1990,100.0,0.0,0.053,0.116
TENNESSEE,9,1990,65.4,34.6,0.053,0.116
TEXAS,1,1990,61.04,38.96,0.138,0.125
TEXAS,2,1990,55.57,44.43,0.138,0.125
TEXAS,3,1990,0.0,100.0,0.138,0.125
TEXAS,4,1990,100.0,0.0,0.138,0.125
TEXAS,5,1990,61.23,38.77,0.138,0.125
TEXAS,6,1990,33.27,66.73,0.138,0.125
TEXAS,7,1990,0.0,100.0,0.138,0.125
TEXAS,8,1990,0.0,100.0,0.138,0.125
TEXAS,9,1990,57.74,42.26,0.138,0.125
TEXAS,10,1990,67.44,32.56,0.138,0.125
TEXAS,11,1990,53.45,46.55,0.138,0.125
TEXAS,12,1990,71.31,28.69,0.138,0.125
TEXAS,13,1990,56.48,43.52,0.138,0.125
TEXAS,14,1990,54.31,45.69,0.138,0.125
TEXAS,15,1990,100.0,0.0,0.138,0.125
TEXAS,16,1990,100.0,0.0,0.138,0.125
TEXAS,17,1990,100.0,0.0,0.138,0.125
TEXAS,18,1990,100.0,0.0,0.138,0.125
TEXAS,19,1990,0.0,100.0,0.138,0.125
TEXAS,20,1990,100.0,0.0,0.138,0.125
TEXAS,21,1990,25.15,74.85,0.138,0.125
TEXAS,22,1990,28.76,71.24,0.138,0.125
TEXAS,23,1990,63.49,36.51,0.138,0.125
TEXAS,24,1990,100.0,0.0,0.138,0.125
TEXAS,25,1990,100.0,0.0,0.138,0.125
TEXAS,26,1990,29.6,70.4,0.138,0.125
TEXAS,27,1990,100.0,0.0,0.138,0.125
VIRGINIA,1,1990,49.01,50.99,0.031,-0.011
VIRGINIA,2,1990,100.0,0.0,0.031,-0.011
VIRGINIA,3,1990,31.98,68.02,0.031,-0.011
VIRGINIA,4,1990,100.0,0.0,0.031,-0.011
VIRGINIA,5,1990,100.0,0.0,0.031,-0.011
VIRGINIA,6,1990,100.0,0.0,0.031,-0.011
VIRGINIA,7,1990,41.81,58.19,0.031,-0.011
VIRGINIA,8,1990,53.67,46.33,0.031,-0.011
VIRGINIA,9,1990,100.0,0.0,0.031,-0.011
VIRGINIA,10,1990,35.56,64.44,0.031,-0.011
WASHINGTON,1,1990,47.95,52.05,0.01,0.063
WASHINGTON,2,1990,55.09,44.91,0.01,0.063
WASHINGTON,3,1990,53.76,46.24,0.01,0.063
WASHINGTON,4,1990,29.34,70.66,0.01,0.063
WASHINGTON,5,1990,68.81,31.19,0.01,0.063
WASHINGTON,6,1990,61.37,38.63,0.01,0.063
WASHINGTON,7,1990,75.04,24.96,0.01,0.063
WASHINGTON,8,1990,43.79,56.21,0.01,0.063
WISCONSIN,1,1990,100.0,0.0,0.025,0.033
WISCONSIN,2,1990,46.76,53.24,0.025,0.033
WISCONSIN,3,1990,38.99,61.01,0.025,0.033
WISCONSIN,4,1990,69.28,30.72,0.025,0.033
WISCONSIN,5,1990,71.28,28.72,0.025,0.033
WISCONSIN,6,1990,0.0,100.0,0.025,0.033
WISCONSIN,7,1990,62.14,37.86,0.025,0.033
WISCONSIN,8,1990,46.45,53.55,0.025,0.033
WISCONSIN,9,1990,0.0,100.0,0.025,0.033
ALABAMA,1,1992,37.93,62.07,-0.05,-0.058
ALABAMA,2,1992,49.2,50.8,-0.05,-0.058
ALABAMA,3,1992,61.76,38.24,-0.05,-0.058
ALABAMA,4,1992,70.23,29.77,-0.05,-0.058
ALABAMA,5,1992,67.25,32.75,-0.05,-0.058
ALABAMA,6,1992,46.23,53.77,-0.05,-0.058
ALABAMA,7,1992,80.0,20.0,-0.05,-0.058
CALIFORNIA,1,1992,51.38,48.62,0.0,-0.011
CALIFORNIA,2,1992,30.03,69.97,0.0,-0.011
CALIFORNIA,3,1992,55.97,44.03,0.0,-0.011
CALIFORNIA,4,1992,47.84,52.16,0.0,-0.011
CALIFORNIA,5,1992,72.94,27.06,0.0,-0.011
CALIFORNIA,6,1992,65.97,34.03,0.0,-0.011
CALIFORNIA,7,1992,73.66,26.34,0.0,-0.011
CALIFORNIA,8,1992,88.19,11.81,0.0,-0.011
CALIFORNIA,9,1992,75.36,24.64,0.0,-0.011
CALIFORNIA,10,1992,48.03,51.97,0.0,-0.011
CALIFORNIA,11,1992,48.94,51.06,0.0,-0.011
CALIFORNIA,12,1992,74.69,25.31,0.0,-0.011
CALIFORNIA,13,1992,65.59,34.41,0.0,-0.011
CALIFORNIA,14,1992,59.21,40.79,0.0,-0.011
CALIFORNIA,15,1992,67.05,32.95,0.0,-0.011
CALIFORNIA,16,1992,65.98,34.02,0.0,-0.011
CALIFORNIA,17,1992,75.21,24.79,0.0,-0.011
CALIFORNIA,18,1992,100.0,0.0,0.0,-0.011
CALIFORNIA,19,1992,50.25,49.75,0.0,-0.011
CALIFORNIA,20,1992,64.85,35.15,0.0,-0.011
CALIFORNIA,21,1992,34.76,65.24,0.0,-0.011
CALIFORNIA,22,1992,39.95,60.05,0.0,-0.011
CALIFORNIA,23,1992,43.31,56.69,0.0,-0.011
CALIFORNIA,24,1992,58.67,41.33,0.0,-0.011
CALIFORNIA,25,1992,38.87,61.13,0.0,-0.011
CALIFORNIA,26,1992,66.94,33.06,0.0,-0.011
CALIFORNIA,27,1992,44.26,55.74,0.0,-0.011
CALIFORNIA,28,1992,38.48,61.52,0.0,-0.011
CALIFORNIA,29,1992,70.48,29.52,0.0,-0.011
CALIFORNIA,30,1992,70.9,29.1,0.0,-0.011
CALIFORNIA,31,1992,62.57,37.43,0.0,-0.011
CALIFORNIA,32,1992,100.0,0.0,0.0,-0.011
CALIFORNIA,33,1992,67.48,32.52,0.0,-0.011
CALIFORNIA,34,1992,64.31,35.69,0.0,-0.011
CALIFORNIA,35,1992,85.53,14.47,0.0,-0.011
CALIFORNIA,36,1992,53.41,46.59,0.0,-0.011
CALIFORNIA,37,1992,100.0,0.0,0.0,-0.011
CALIFORNIA,38,1992,47.15,52.85,0.0,-0.011
CALIFORNIA,39,1992,40.02,59.98,0.0,-0.011
CALIFORNIA,40,1992,33.02,66.98,0.0,-0.011
CALIFORNIA,41,1992,36.61,63.39,0.0,-0.011
CALIFORNIA,42,1992,53.53,46.47,0.0,-0.011
CALIFORNIA,43,1992,49.85,50.15,0.0,-0.011
CALIFORNIA,44,1992,42.54,57.46,0.0,-0.011
CALIFORNIA,45,1992,41.7,58.3,0.0,-0.011
CALIFORNIA,46,1992,44.94,55.06,0.0,-0.011
CALIFORNIA,47,1992,31.8,68.2,0.0,-0.011
CALIFORNIA,48,1992,32.36,67.64,0.0,-0.011
CALIFORNIA,49,1992,54.52,45.48,0.0,-0.011
CALIFORNIA,50,1992,66.16,33.84,0.0,-0.011
CALIFORNIA,51,1992,37.5,62.5,0.0,-0.011
CALIFORNIA,52,1992,43.8,56.2,0.0,-0.011
FLORIDA,1,1992,54.24,45.76,-0.008,-0.075
FLORIDA,2,1992,73.46,26.54,-0.008,-0.075
FLORIDA,3,1992,59.29,40.71,-0.008,-0.075
FLORIDA,4,1992,43.24,56.76,-0.008,-0.075
FLORIDA,5,1992,53.14,46.86,-0.008,-0.075
FLORIDA,6,1992,34.64,65.36,-0.008,-0.075
FLORIDA,7,1992,43.52,56.48,-0.008,-0.075
FLORIDA,8,1992,31.45,68.55,-0.008,-0.075
FLORIDA,9,1992,41.07,58.93,-0.008,-0.075
FLORIDA,10,1992,43.42,56.58,-0.008,-0.075
FLORIDA,11,1992,56.53,43.47,-0.008,-0.075
FLORIDA,12,1992,47.89,52.11,-0.008,-0.075
FLORIDA,13,1992,42.15,57.85,-0.008,-0.075
FLORIDA,14,1992,0.0,100.0,-0.008,-0.075
FLORIDA,15,1992,50.68,49.32,-0.008,-0.075
FLORIDA,16,1992,39.15,60.85,-0.008,-0.075
FLORIDA,17,1992,100.0,0.0,-0.008,-0.075
FLORIDA,18,1992,33.23,66.77,-0.008,-0.075
FLORIDA,19,1992,63.07,36.93,-0.008,-0.075
FLORIDA,20,1992,58.85,41.15,-0.008,-0.075
FLORIDA,21,1992,0.0,100.0,-0.008,-0.075
FLORIDA,22,1992,41.64,58.36,-0.008,-0.075
FLORIDA,23,1992,65.28,34.72,-0.008,-0.075
GEORGIA,1,1992,42.18,57.82,-0.049,-0.05
GEORGIA,2,1992,63.7,36.3,-0.049,-0.05
GEORGIA,3,1992,45.24,54.76,-0.049,-0.05
GEORGIA,4,1992,49.47,50.53,-0.049,-0.05
GEORGIA,5,1992,72.13,27.87,-0.049,-0.05
GEORGIA,6,1992,42.26,57.74,-0.049,-0.05
GEORGIA,7,1992,57.32,42.68,-0.049,-0.05
GEORGIA,8,1992,55.71,44.29,-0.049,-0.05
GEORGIA,9,1992,59.19,40.81,-0.049,-0.05
GEORGIA,10,1992,53.81,46.19,-0.049,-0.05
GEORGIA,11,1992,73.1,26.9,-0.049,-0.05
ILLINOIS,1,1992,82.81,17.19,-0.04,-0.021
ILLINOIS,2,1992,85.11,14.89,-0.04,-0.021
ILLINOIS,3,1992,63.52,36.48,-0.04,-0.021
ILLINOIS,4,1992,77.57,22.43,-0.04,-0.021
ILLINOIS,5,1992,59.42,40.58,-0.04,-0.021
ILLINOIS,6,1992,34.49,65.51,-0.04,-0.021
ILLINOIS,7,1992,83.8,16.2,-0.04,-0.021
ILLINOIS,8,1992,42.05,57.95,-0.04,-0.021
ILLINOIS,9,1992,71.56,28.44,-0.04,-0.021
ILLINOIS,10,1992,35.49,64.51,-0.04,-0.021
ILLINOIS,11,1992,55.66,44.34,-0.04,-0.021
ILLINOIS,12,1992,71.24,28.76,-0.04,-0.021
ILLINOIS,13,1992,31.64,68.36,-0.04,-0.021
ILLINOIS,14,1992,32.66,67.34,-0.04,-0.021
ILLINOIS,15,1992,40.6,59.4,-0.04,-0.021
ILLINOIS,16,1992,44.37,55.63,-0.04,-0.021
ILLINOIS,17,1992,60.1,39.9,-0.04,-0.021
ILLINOIS,18,1992,42.23,57.77,-0.04,-0.021
ILLINOIS,19,1992,69.14,30.86,-0.04,-0.021
ILLINOIS,20,1992,56.5,43.5,-0.04,-0.021
INDIANA,1,1992,69.42,30.58,0.028,0.02
INDIANA,2,1992,59.1,40.9,0.028,0.02
INDIANA,3,1992,57.45,42.55,0.028,0.02
INDIANA,4,1992,62.06,37.94,0.028,0.02
INDIANA,5,1992,48.98,51.02,0.028,0.02
INDIANA,6,1992,27.84,72.16,0.028,0.02
INDIANA,7,1992,40.52,59.48,0.028,0.02
INDIANA,8,1992,53.68,46.32,0.028,0.02
INDIANA,9,1992,69.68,30.32,0.028,0.02
INDIANA,10,1992,64.62,35.38,0.028,0.02
MARYLAND,1,1992,48.43,51.57,-0.063,-0.025
MARYLAND,2,1992,34.89,65.11,-0.063,-0.025
MARYLAND,3,1992,73.51,26.49,-0.063,-0.025
MARYLAND,4,1992,75.19,24.81,-0.063,-0.025
MARYLAND,5,1992,52.99,47.01,-0.063,-0.025
MARYLAND,6,1992,45.83,54.17,-0.063,-0.025
MARYLAND,7,1992,85.3,14.7,-0.063,-0.025
MARYLAND,8,1992,27.47,72.53,-0.063,-0.025
MASSACHUSETTS,1,1992,54.26,45.74,0.086,0.045
MASSACHUSETTS,2,1992,63.08,36.92,0.086,0.045
MASSACHUSETTS,3,1992,46.78,53.22,0.086,0.045
MASSACHUSETTS,4,1992,72.1,27.9,0.086,0.045
MASSACHUSETTS,5,1992,58.18,41.82,0.086,0.045
MASSACHUSETTS,6,1992,45.0,55.0,0.086,0.045
MASSACHUSETTS,7,1992,69.08,30.92,0.086,0.045
MASSACHUSETTS,8,1992,100.0,0.0,0.086,0.045
MASSACHUSETTS,9,1992,76.38,23.62,0.086,0.045
MASSACHUSETTS,10,1992,71.39,28.61,0.086,0.045
MICHIGAN,1,1992,55.31,44.69,0.055,0.034
MICHIGAN,2,1992,35.67,64.33,0.055,0.034
MICHIGAN,3,1992,37.13,62.87,0.055,0.034
MICHIGAN,4,1992,35.76,64.24,0.055,0.034
MICHIGAN,5,1992,61.32,38.68,0.055,0.034
MICHIGAN,6,1992,38.19,61.81,0.055,0.034
MICHIGAN,7,1992,0.0,100.0,0.055,0.034
MICHIGAN,8,1992,50.68,49.32,0.055,0.034
MICHIGAN,9,1992,54.51,45.49,0.055,0.034
MICHIGAN,10,1992,54.6,45.4,0.055,0.034
MICHIGAN,11,1992,41.07,58.93,0.055,0.034
MICHIGAN,12,1992,53.53,46.47,0.055,0.034
MICHIGAN,13,1992,54.83,45.17,0.055,0.034
MICHIGAN,14,1992,83.78,16.22,0.055,0.034
MICHIGAN,15,1992,82.38,17.62,0.055,0.034
MICHIGAN,16,1992,67.47,32.53,0.055,0.034
MISSOURI,1,1992,68.06,31.94,0.018,0.054
MISSOURI,2,1992,48.55,51.45,0.018,0.054
MISSOURI,3,1992,65.91,34.09,0.018,0.054
MISSOURI,4,1992,70.38,29.62,0.018,0.054
MISSOURI,5,1992,61.75,38.25,0.018,0.054
MISSOURI,6,1992,55.45,44.55,0.018,0.054
MISSOURI,7,1992,38.36,61.64,0.018,0.054
MISSOURI,8,1992,37.04,62.96,0.018,0.054
MISSOURI,9,1992,51.21,48.79,0.018,0.054
NEW JERSEY,1,1992,70.22,29.78,0.013,-0.034
NEW JERSEY,2,1992,57.4,42.6,0.013,-0.034
NEW JERSEY,3,1992,38.31,61.69,0.013,-0.034
NEW JERSEY,4,1992,36.18,63.82,0.013,-0.034
NEW JERSEY,5,1992,25.62,74.38,0.013,-0.034
NEW JERSEY,6,1992,53.95,46.05,0.013,-0.034
NEW JERSEY,7,1992,44.45,55.55,0.013,-0.034
NEW JERSEY,8,1992,53.33,46.67,0.013,-0.034
NEW JERSEY,9,1992,61.22,38.78,0.013,-0.034
NEW JERSEY,10,1992,79.55,20.45,0.013,-0.034
NEW JERSEY,11,1992,26.79,73.21,0.013,-0.034
NEW JERSEY,12,1992,32.28,67.72,0.013,-0.034
NEW JERSEY,13,1992,67.78,32.22,0.013,-0.034
NEW YORK,1,1992,56.19,43.81,0.022,-0.038
NEW YORK,2,1992,49.22,50.78,0.022,-0.038
NEW YORK,3,1992,51.85,48.15,0.022,-0.038
NEW YORK,4,1992,49.56,50.44,0.022,-0.038
NEW YORK,5,1992,56.11,43.89,0.022,-0.038
NEW YORK,6,1992,83.82,16.18,0.022,-0.038
NEW YORK,7,1992,61.0,39.0,0.022,-0.038
NEW YORK,8,1992,83.8,16.2,0.022,-0.038
