state,district_number,year,democratic_vote_percentage,republican_vote_percentage,efficiency_gap,bias
NEW JERSEY,11,2016,40.12,59.88,0.048,-0.02
NEW JERSEY,12,2016,66.25,33.75,0.048,-0.02
NEW YORK,1,2016,44.43,55.57,-0.025,-0.023
NEW YORK,2,2016,39.36,60.64,-0.025,-0.023
NEW YORK,3,2016,56.19,43.81,-0.025,-0.023
NEW YORK,4,2016,62.05,37.95,-0.025,-0.023
NEW YORK,5,2016,88.07,11.93,-0.025,-0.023
NEW YORK,6,2016,75.02,24.98,-0.025,-0.023
NEW YORK,7,2016,91.73,8.27,-0.025,-0.023
NEW YORK,8,2016,100.0,0.0,-0.025,-0.023
NEW YORK,9,2016,100.0,0.0,-0.025,-0.023
NEW YORK,10,2016,79.56,20.44,-0.025,-0.023
NEW YORK,11,2016,41.02,58.98,-0.025,-0.023
NEW YORK,12,2016,82.33,17.67,-0.025,-0.023
NEW YORK,13,2016,94.04,5.96,-0.025,-0.023
NEW YORK,14,2016,83.73,16.27,-0.025,-0.023
NEW YORK,15,2016,96.43,3.57,-0.025,-0.023
NEW YORK,16,2016,100.0,0.0,-0.025,-0.023
NEW YORK,17,2016,100.0,0.0,-0.025,-0.023
NEW YORK,18,2016,55.92,44.08,-0.025,-0.023
NEW YORK,19,2016,48.1,51.9,-0.025,-0.023
NEW YORK,20,2016,69.34,30.66,-0.025,-0.023
NEW YORK,21,2016,33.24,66.76,-0.025,-0.023
NEW YORK,22,2016,47.56,52.44,-0.025,-0.023
NEW YORK,23,2016,43.77,56.23,-0.025,-0.023
NEW YORK,24,2016,42.38,57.62,-0.025,-0.023
NEW YORK,25,2016,59.7,40.3,-0.025,-0.023
NEW YORK,26,2016,77.43,22.57,-0.025,-0.023
NEW YORK,27,2016,38.06,61.94,-0.025,-0.023
NORTH CAROLINA,1,2016,70.32,29.68,-0.241,-0.22
NORTH CAROLINA,2,2016,43.29,56.71,-0.241,-0.22
NORTH CAROLINA,3,2016,32.8,67.2,-0.241,-0.22
NORTH CAROLINA,4,2016,68.22,31.78,-0.241,-0.22
NORTH CAROLINA,5,2016,41.6,58.4,-0.241,-0.22
NORTH CAROLINA,6,2016,40.77,59.23,-0.241,-0.22
NORTH CAROLINA,7,2016,39.09,60.91,-0.241,-0.22
NORTH CAROLINA,8,2016,41.23,58.77,-0.241,-0.22
NORTH CAROLINA,9,2016,41.82,58.18,-0.241,-0.22
NORTH CAROLINA,10,2016,36.86,63.14,-0.241,-0.22
NORTH CAROLINA,11,2016,35.91,64.09,-0.241,-0.22
NORTH CAROLINA,12,2016,67.02,32.98,-0.241,-0.22
NORTH CAROLINA,13,2016,43.9,56.1,-0.241,-0.22
OHIO,1,2016,40.78,59.22,-0.141,-0.197
OHIO,2,2016,33.55,66.45,-0.141,-0.197
OHIO,3,2016,68.57,31.43,-0.141,-0.197
OHIO,4,2016,32.01,67.99,-0.141,-0.197
OHIO,5,2016,29.1,70.9,-0.141,-0.197
OHIO,6,2016,29.32,70.68,-0.141,-0.197
OHIO,7,2016,31.14,68.86,-0.141,-0.197
OHIO,8,2016,28.17,71.83,-0.141,-0.197
OHIO,9,2016,68.69,31.31,-0.141,-0.197
OHIO,10,2016,33.77,66.23,-0.141,-0.197
OHIO,11,2016,80.25,19.75,-0.141,-0.197
OHIO,12,2016,30.95,69.05,-0.141,-0.197
OHIO,13,2016,67.73,32.27,-0.141,-0.197
OHIO,14,2016,37.39,62.61,-0.141,-0.197
OHIO,15,2016,33.84,66.16,-0.141,-0.197
OHIO,16,2016,34.67,65.33,-0.141,-0.197
PENNSYLVANIA,1,2016,82.2,17.8,-0.193,-0.204
PENNSYLVANIA,2,2016,90.18,9.82,-0.193,-0.204
PENNSYLVANIA,3,2016,0.0,100.0,-0.193,-0.204
PENNSYLVANIA,4,2016,33.94,66.06,-0.193,-0.204
PENNSYLVANIA,5,2016,32.84,67.16,-0.193,-0.204
PENNSYLVANIA,6,2016,42.76,57.24,-0.193,-0.204
PENNSYLVANIA,7,2016,40.53,59.47,-0.193,-0.204
PENNSYLVANIA,8,2016,45.57,54.43,-0.193,-0.204
PENNSYLVANIA,9,2016,36.66,63.34,-0.193,-0.204
PENNSYLVANIA,10,2016,29.83,70.17,-0.193,-0.204
PENNSYLVANIA,11,2016,36.33,63.67,-0.193,-0.204
PENNSYLVANIA,12,2016,38.24,61.76,-0.193,-0.204
PENNSYLVANIA,13,2016,100.0,0.0,-0.193,-0.204
PENNSYLVANIA,14,2016,74.37,25.63,-0.193,-0.204
PENNSYLVANIA,15,2016,39.44,60.56,-0.193,-0.204
PENNSYLVANIA,16,2016,44.38,55.62,-0.193,-0.204
PENNSYLVANIA,17,2016,53.8,46.2,-0.193,-0.204
PENNSYLVANIA,18,2016,0.0,100.0,-0.193,-0.204
SOUTH CAROLINA,1,2016,36.73,63.27,-0.178,-0.173
SOUTH CAROLINA,2,2016,36.43,63.57,-0.178,-0.173
SOUTH CAROLINA,3,2016,27.09,72.91,-0.178,-0.173
SOUTH CAROLINA,4,2016,31.58,68.42,-0.178,-0.173
SOUTH CAROLINA,5,2016,39.55,60.45,-0.178,-0.173
SOUTH CAROLINA,6,2016,71.74,28.26,-0.178,-0.173
SOUTH CAROLINA,7,2016,36.96,63.04,-0.178,-0.173
TENNESSEE,1,2016,16.44,83.56,-0.027,-0.223
TENNESSEE,2,2016,24.35,75.65,-0.027,-0.223
TENNESSEE,3,2016,30.29,69.71,-0.027,-0.223
TENNESSEE,4,2016,34.97,65.03,-0.027,-0.223
TENNESSEE,5,2016,62.55,37.45,-0.027,-0.223
TENNESSEE,6,2016,23.46,76.54,-0.027,-0.223
TENNESSEE,7,2016,24.55,75.45,-0.027,-0.223
TENNESSEE,8,2016,26.73,73.27,-0.027,-0.223
TENNESSEE,9,2016,80.67,19.33,-0.027,-0.223
TEXAS,1,2016,24.62,75.38,-0.022,-0.106
TEXAS,2,2016,37.27,62.73,-0.022,-0.106
TEXAS,3,2016,36.1,63.9,-0.022,-0.106
TEXAS,4,2016,0.0,100.0,-0.022,-0.106
TEXAS,5,2016,0.0,100.0,-0.022,-0.106
TEXAS,6,2016,40.08,59.92,-0.022,-0.106
TEXAS,7,2016,43.83,56.17,-0.022,-0.106
TEXAS,8,2016,0.0,100.0,-0.022,-0.106
TEXAS,9,2016,80.64,19.36,-0.022,-0.106
TEXAS,10,2016,40.14,59.86,-0.022,-0.106
TEXAS,11,2016,0.0,100.0,-0.022,-0.106
TEXAS,12,2016,27.9,72.1,-0.022,-0.106
TEXAS,13,2016,0.0,100.0,-0.022,-0.106
TEXAS,14,2016,38.14,61.86,-0.022,-0.106
TEXAS,15,2016,60.33,39.67,-0.022,-0.106
TEXAS,16,2016,100.0,0.0,-0.022,-0.106
TEXAS,17,2016,36.69,63.31,-0.022,-0.106
TEXAS,18,2016,75.66,24.34,-0.022,-0.106
TEXAS,19,2016,0.0,100.0,-0.022,-0.106
TEXAS,20,2016,100.0,0.0,-0.022,-0.106
TEXAS,21,2016,39.0,61.0,-0.022,-0.106
TEXAS,22,2016,40.48,59.52,-0.022,-0.106
TEXAS,23,2016,49.3,50.7,-0.022,-0.106
TEXAS,24,2016,41.18,58.82,-0.022,-0.106
TEXAS,25,2016,39.28,60.72,-0.022,-0.106
TEXAS,26,2016,30.86,69.14,-0.022,-0.106
TEXAS,27,2016,38.31,61.69,-0.022,-0.106
TEXAS,28,2016,67.89,32.11,-0.022,-0.106
TEXAS,29,2016,75.14,24.86,-0.022,-0.106
TEXAS,30,2016,80.42,19.58,-0.022,-0.106
TEXAS,31,2016,38.48,61.52,-0.022,-0.106
TEXAS,32,2016,0.0,100.0,-0.022,-0.106
TEXAS,33,2016,73.71,26.29,-0.022,-0.106
TEXAS,34,2016,62.67,37.33,-0.022,-0.106
TEXAS,35,2016,66.64,33.36,-0.022,-0.106
TEXAS,36,2016,0.0,100.0,-0.022,-0.106
VIRGINIA,1,2016,37.95,62.05,-0.006,-0.059
VIRGINIA,2,2016,38.54,61.46,-0.006,-0.059
VIRGINIA,3,2016,66.85,33.15,-0.006,-0.059
VIRGINIA,4,2016,57.87,42.13,-0.006,-0.059
VIRGINIA,5,2016,41.66,58.34,-0.006,-0.059
VIRGINIA,6,2016,33.22,66.78,-0.006,-0.059
VIRGINIA,7,2016,42.35,57.65,-0.006,-0.059
VIRGINIA,8,2016,71.49,28.51,-0.006,-0.059
VIRGINIA,9,2016,29.22,70.78,-0.006,-0.059
VIRGINIA,10,2016,47.1,52.9,-0.006,-0.059
VIRGINIA,11,2016,100.0,0.0,-0.006,-0.059
WASHINGTON,1,2016,55.42,44.58,0.015,0.033
WASHINGTON,2,2016,64.02,35.98,0.015,0.033
WASHINGTON,3,2016,38.25,61.75,0.015,0.033
WASHINGTON,4,2016,0.0,100.0,0.015,0.033
WASHINGTON,5,2016,40.36,59.64,0.015,0.033
WASHINGTON,6,2016,61.53,38.47,0.015,0.033
WASHINGTON,7,2016,100.0,0.0,0.015,0.033
WASHINGTON,8,2016,39.8,60.2,0.015,0.033
WASHINGTON,9,2016,72.89,27.11,0.015,0.033
WASHINGTON,10,2016,58.67,41.33,0.015,0.033
WISCONSIN,1,2016,31.74,68.26,-0.107,-0.141
WISCONSIN,2,2016,68.8,31.2,-0.107,-0.141
WISCONSIN,3,2016,100.0,0.0,-0.107,-0.141
WISCONSIN,4,2016,100.0,0.0,-0.107,-0.141
WISCONSIN,5,2016,30.51,69.49,-0.107,-0.141
WISCONSIN,6,2016,39.46,60.54,-0.107,-0.141
WISCONSIN,7,2016,38.29,61.71,-0.107,-0.141
WISCONSIN,8,2016,37.32,62.68,-0.107,-0.141
ALABAMA,1,2018,36.8,63.2,-0.118,-0.196
ALABAMA,2,2018,38.5,61.5,-0.118,-0.196
ALABAMA,3,2018,36.24,63.76,-0.118,-0.196
ALABAMA,4,2018,20.15,79.85,-0.118,-0.196
ALABAMA,5,2018,38.93,61.07,-0.118,-0.196
ALABAMA,6,2018,30.79,69.21,-0.118,-0.196
ALABAMA,7,2018,100.0,0.0,-0.118,-0.196
ARIZONA,1,2018,53.84,46.16,0.071,-0.005
ARIZONA,2,2018,54.75,45.25,0.071,-0.005
ARIZONA,3,2018,63.87,36.13,0.071,-0.005
ARIZONA,4,2018,30.92,69.08,0.071,-0.005
ARIZONA,5,2018,40.58,59.42,0.071,-0.005
ARIZONA,6,2018,44.81,55.19,0.071,-0.005
ARIZONA,7,2018,100.0,0.0,0.071,-0.005
ARIZONA,8,2018,44.54,55.46,0.071,-0.005
ARIZONA,9,2018,61.09,38.91,0.071,-0.005
CALIFORNIA,1,2018,45.11,54.89,0.034,0.036
CALIFORNIA,2,2018,77.01,22.99,0.034,0.036
CALIFORNIA,3,2018,58.07,41.93,0.034,0.036
CALIFORNIA,4,2018,45.87,54.13,0.034,0.036
CALIFORNIA,5,2018,100.0,0.0,0.034,0.036
CALIFORNIA,6,2018,100.0,0.0,0.034,0.036
CALIFORNIA,7,2018,55.04,44.96,0.034,0.036
CALIFORNIA,8,2018,0.0,100.0,0.034,0.036
CALIFORNIA,9,2018,56.49,43.51,0.034,0.036
CALIFORNIA,10,2018,52.25,47.75,0.034,0.036
CALIFORNIA,11,2018,74.13,25.87,0.034,0.036
CALIFORNIA,12,2018,86.82,13.18,0.034,0.036
CALIFORNIA,13,2018,100.0,0.0,0.034,0.036
CALIFORNIA,14,2018,79.22,20.78,0.034,0.036
CALIFORNIA,15,2018,72.97,27.03,0.034,0.036
CALIFORNIA,16,2018,57.55,42.45,0.034,0.036
CALIFORNIA,17,2018,75.35,24.65,0.034,0.036
CALIFORNIA,18,2018,74.49,25.51,0.034,0.036
CALIFORNIA,19,2018,73.75,26.25,0.034,0.036
CALIFORNIA,20,2018,100.0,0.0,0.034,0.036
CALIFORNIA,21,2018,50.38,49.62,0.034,0.036
CALIFORNIA,22,2018,47.28,52.72,0.034,0.036
CALIFORNIA,23,2018,36.28,63.72,0.034,0.036
CALIFORNIA,24,2018,58.56,41.44,0.034,0.036
CALIFORNIA,25,2018,54.37,45.63,0.034,0.036
CALIFORNIA,26,2018,61.94,38.06,0.034,0.036
CALIFORNIA,27,2018,100.0,0.0,0.034,0.036
CALIFORNIA,28,2018,78.37,21.63,0.034,0.036
CALIFORNIA,29,2018,80.61,19.39,0.034,0.036
CALIFORNIA,30,2018,73.4,26.6,0.034,0.036
CALIFORNIA,31,2018,58.74,41.26,0.034,0.036
CALIFORNIA,32,2018,68.78,31.22,0.034,0.036
CALIFORNIA,33,2018,70.03,29.97,0.034,0.036
CALIFORNIA,34,2018,100.0,0.0,0.034,0.036
CALIFORNIA,35,2018,69.4,30.6,0.034,0.036
CALIFORNIA,36,2018,59.02,40.98,0.034,0.036
CALIFORNIA,37,2018,89.08,10.92,0.034,0.036
CALIFORNIA,38,2018,68.85,31.15,0.034,0.036
CALIFORNIA,39,2018,51.56,48.44,0.034,0.036
CALIFORNIA,40,2018,100.0,0.0,0.034,0.036
CALIFORNIA,41,2018,65.1,34.9,0.034,0.036
CALIFORNIA,42,2018,43.5,56.5,0.034,0.036
CALIFORNIA,43,2018,77.67,22.33,0.034,0.036
CALIFORNIA,44,2018,100.0,0.0,0.034,0.036
CALIFORNIA,45,2018,52.05,47.95,0.034,0.036
CALIFORNIA,46,2018,69.15,30.85,0.034,0.036
CALIFORNIA,47,2018,64.86,35.14,0.034,0.036
CALIFORNIA,48,2018,53.55,46.45,0.034,0.036
CALIFORNIA,49,2018,56.42,43.58,0.034,0.036
CALIFORNIA,50,2018,48.28,51.72,0.034,0.036
CALIFORNIA,51,2018,71.2,28.8,0.034,0.036
CALIFORNIA,52,2018,63.85,36.15,0.034,0.036
CALIFORNIA,53,2018,69.07,30.93,0.034,0.036
COLORADO,1,2018,76.21,23.79,-0.053,-0.012
COLORADO,2,2018,64.18,35.82,-0.053,-0.012
COLORADO,3,2018,45.81,54.19,-0.053,-0.012
COLORADO,4,2018,39.38,60.62,-0.053,-0.012
COLORADO,5,2018,40.81,59.19,-0.053,-0.012
COLORADO,6,2018,55.79,44.21,-0.053,-0.012
COLORADO,7,2018,63.04,36.96,-0.053,-0.012
FLORIDA,1,2018,32.94,67.06,-0.031,-0.058
FLORIDA,2,2018,32.56,67.44,-0.031,-0.058
FLORIDA,3,2018,42.38,57.62,-0.031,-0.058
FLORIDA,4,2018,33.18,66.82,-0.031,-0.058
FLORIDA,5,2018,66.78,33.22,-0.031,-0.058
FLORIDA,6,2018,43.69,56.31,-0.031,-0.058
FLORIDA,7,2018,57.69,42.31,-0.031,-0.058
FLORIDA,8,2018,39.5,60.5,-0.031,-0.058
FLORIDA,9,2018,58.02,41.98,-0.031,-0.058
FLORIDA,10,2018,100.0,0.0,-0.031,-0.058
FLORIDA,11,2018,34.85,65.15,-0.031,-0.058
FLORIDA,12,2018,40.57,59.43,-0.031,-0.058
FLORIDA,13,2018,57.64,42.36,-0.031,-0.058
FLORIDA,14,2018,100.0,0.0,-0.031,-0.058
FLORIDA,15,2018,46.98,53.02,-0.031,-0.058
FLORIDA,16,2018,45.44,54.56,-0.031,-0.058
FLORIDA,17,2018,37.74,62.26,-0.031,-0.058
FLORIDA,18,2018,45.7,54.3,-0.031,-0.058
FLORIDA,19,2018,37.73,62.27,-0.031,-0.058
FLORIDA,20,2018,100.0,0.0,-0.031,-0.058
FLORIDA,21,2018,100.0,0.0,-0.031,-0.058
FLORIDA,22,2018,62.02,37.98,-0.031,-0.058
FLORIDA,23,2018,61.91,38.09,-0.031,-0.058
FLORIDA,24,2018,100.0,0.0,-0.031,-0.058
FLORIDA,25,2018,39.55,60.45,-0.031,-0.058
FLORIDA,26,2018,50.87,49.13,-0.031,-0.058
FLORIDA,27,2018,53.08,46.92,-0.031,-0.058
GEORGIA,1,2018,42.26,57.74,-0.084,-0.143
GEORGIA,2,2018,59.65,40.35,-0.084,-0.143
GEORGIA,3,2018,34.47,65.53,-0.084,-0.143
GEORGIA,4,2018,78.85,21.15,-0.084,-0.143
GEORGIA,5,2018,100.0,0.0,-0.084,-0.143
GEORGIA,6,2018,50.51,49.49,-0.084,-0.143
GEORGIA,7,2018,49.93,50.07,-0.084,-0.143
GEORGIA,8,2018,0.0,100.0,-0.084,-0.143
GEORGIA,9,2018,20.49,79.51,-0.084,-0.143
GEORGIA,10,2018,37.11,62.89,-0.084,-0.143
GEORGIA,11,2018,38.21,61.79,-0.084,-0.143
GEORGIA,12,2018,40.52,59.48,-0.084,-0.143
GEORGIA,13,2018,76.18,23.82,-0.084,-0.143
GEORGIA,14,2018,23.5,76.5,-0.084,-0.143
ILLINOIS,1,2018,78.81,21.19,0.037,0.014
ILLINOIS,2,2018,81.06,18.94,0.037,0.014
ILLINOIS,3,2018,73.8,26.2,0.037,0.014
ILLINOIS,4,2018,86.59,13.41,0.037,0.014
ILLINOIS,5,2018,76.67,23.33,0.037,0.014
ILLINOIS,6,2018,53.58,46.42,0.037,0.014
ILLINOIS,7,2018,87.62,12.38,0.037,0.014
ILLINOIS,8,2018,65.97,34.03,0.037,0.014
ILLINOIS,9,2018,73.49,26.51,0.037,0.014
ILLINOIS,10,2018,65.59,34.41,0.037,0.014
ILLINOIS,11,2018,63.84,36.16,0.037,0.014
ILLINOIS,12,2018,46.81,53.19,0.037,0.014
ILLINOIS,13,2018,49.62,50.38,0.037,0.014
ILLINOIS,14,2018,52.5,47.5,0.037,0.014
ILLINOIS,15,2018,29.07,70.93,0.037,0.014
ILLINOIS,16,2018,40.88,59.12,0.037,0.014
ILLINOIS,17,2018,62.09,37.91,0.037,0.014
ILLINOIS,18,2018,32.77,67.23,0.037,0.014
INDIANA,1,2018,65.09,34.91,-0.116,-0.142
INDIANA,2,2018,45.16,54.84,-0.116,-0.142
INDIANA,3,2018,35.27,64.73,-0.116,-0.142
INDIANA,4,2018,35.94,64.06,-0.116,-0.142
INDIANA,5,2018,43.24,56.76,-0.116,-0.142
INDIANA,6,2018,33.99,66.01,-0.116,-0.142
INDIANA,7,2018,64.86,35.14,-0.116,-0.142
INDIANA,8,2018,35.57,64.43,-0.116,-0.142
INDIANA,9,2018,43.52,56.48,-0.116,-0.142
MARYLAND,1,2018,38.84,61.16,0.101,0.136
MARYLAND,2,2018,68.25,31.75,0.101,0.136
MARYLAND,3,2018,70.97,29.03,0.101,0.136
MARYLAND,4,2018,79.72,20.28,0.101,0.136
MARYLAND,5,2018,72.19,27.81,0.101,0.136
MARYLAND,6,2018,60.82,39.18,0.101,0.136
MARYLAND,7,2018,78.24,21.76,0.101,0.136
MARYLAND,8,2018,69.28,30.72,0.101,0.136
MASSACHUSETTS,1,2018,100.0,0.0,0.135,-0.074
MASSACHUSETTS,2,2018,67.2,32.8,0.135,-0.074
MASSACHUSETTS,3,2018,64.95,35.05,0.135,-0.074
MASSACHUSETTS,4,2018,100.0,0.0,0.135,-0.074
MASSACHUSETTS,5,2018,75.94,24.06,0.135,-0.074
MASSACHUSETTS,6,2018,67.5,32.5,0.135,-0.074
MASSACHUSETTS,7,2018,100.0,0.0,0.135,-0.074
MASSACHUSETTS,8,2018,100.0,0.0,0.135,-0.074
MASSACHUSETTS,9,2018,59.4,40.6,0.135,-0.074
MICHIGAN,1,2018,43.68,56.32,-0.115,-0.119
MICHIGAN,2,2018,43.72,56.28,-0.115,-0.119
MICHIGAN,3,2018,44.24,55.76,-0.115,-0.119
MICHIGAN,4,2018,37.38,62.62,-0.115,-0.119
MICHIGAN,5,2018,62.37,37.63,-0.115,-0.119
MICHIGAN,6,2018,47.63,52.37,-0.115,-0.119
MICHIGAN,7,2018,46.2,53.8,-0.115,-0.119
MICHIGAN,8,2018,51.97,48.03,-0.115,-0.119
MICHIGAN,9,2018,61.84,38.16,-0.115,-0.119
MICHIGAN,10,2018,36.72,63.28,-0.115,-0.119
MICHIGAN,11,2018,53.44,46.56,-0.115,-0.119
MICHIGAN,12,2018,70.21,29.79,-0.115,-0.119
MICHIGAN,13,2018,100.0,0.0,-0.115,-0.119
MICHIGAN,14,2018,82.36,17.64,-0.115,-0.119
MINNESOTA,1,2018,0.0,100.0,0.041,-0.052
MINNESOTA,2,2018,0.0,100.0,0.041,-0.052
MINNESOTA,3,2018,0.0,100.0,0.041,-0.052
MINNESOTA,4,2018,0.0,100.0,0.041,-0.052
MINNESOTA,5,2018,0.0,100.0,0.041,-0.052
MINNESOTA,6,2018,0.0,100.0,0.041,-0.052
MINNESOTA,7,2018,0.0,100.0,0.041,-0.052
MINNESOTA,8,2018,0.0,100.0,0.041,-0.052
MISSOURI,1,2018,82.73,17.27,-0.069,-0.186
MISSOURI,2,2018,47.99,52.01,-0.069,-0.186
MISSOURI,3,2018,33.54,66.46,-0.069,-0.186
MISSOURI,4,2018,33.54,66.46,-0.069,-0.186
MISSOURI,5,2018,63.39,36.61,-0.069,-0.186
MISSOURI,6,2018,32.83,67.17,-0.069,-0.186
MISSOURI,7,2018,31.24,68.76,-0.069,-0.186
MISSOURI,8,2018,25.42,74.58,-0.069,-0.186
NEW JERSEY,1,2018,65.94,34.06,0.048,-0.02
NEW JERSEY,2,2018,53.91,46.09,0.048,-0.02
NEW JERSEY,3,2018,50.66,49.34,0.048,-0.02
NEW JERSEY,4,2018,43.74,56.26,0.048,-0.02
NEW JERSEY,5,2018,56.93,43.07,0.048,-0.02
NEW JERSEY,6,2018,63.63,36.37,0.048,-0.02
NEW JERSEY,7,2018,52.55,47.45,0.048,-0.02
NEW JERSEY,8,2018,80.67,19.33,0.048,-0.02
NEW JERSEY,9,2018,70.88,29.12,0.048,-0.02
NEW JERSEY,10,2018,89.67,10.33,0.048,-0.02
NEW JERSEY,11,2018,57.4,42.6,0.048,-0.02
NEW JERSEY,12,2018,68.68,31.32,0.048,-0.02
NEW YORK,1,2018,50.54,49.46,-0.025,-0.023
NEW YORK,2,2018,49.15,50.85,-0.025,-0.023
NEW YORK,3,2018,60.3,39.7,-0.025,-0.023
NEW YORK,4,2018,63.44,36.56,-0.025,-0.023
NEW YORK,5,2018,100.0,0.0,-0.025,-0.023
NEW YORK,6,2018,100.0,0.0,-0.025,-0.023
NEW YORK,7,2018,100.0,0.0,-0.025,-0.023
NEW YORK,8,2018,100.0,0.0,-0.025,-0.023
NEW YORK,9,2018,89.94,10.06,-0.025,-0.023
NEW YORK,10,2018,82.79,17.21,-0.025,-0.023
NEW YORK,11,2018,54.63,45.37,-0.025,-0.023
NEW YORK,12,2018,87.12,12.88,-0.025,-0.023
NEW YORK,13,2018,94.73,5.27,-0.025,-0.023
NEW YORK,14,2018,85.17,14.83,-0.025,-0.023
NEW YORK,15,2018,96.39,3.61,-0.025,-0.023
NEW YORK,16,2018,100.0,0.0,-0.025,-0.023
NEW YORK,17,2018,100.0,0.0,-0.025,-0.023
NEW YORK,18,2018,56.74,43.26,-0.025,-0.023
NEW YORK,19,2018,54.7,45.3,-0.025,-0.023
NEW YORK,20,2018,64.43,35.57,-0.025,-0.023
NEW YORK,21,2018,44.51,55.49,-0.025,-0.023
NEW YORK,22,2018,51.3,48.7,-0.025,-0.023
NEW YORK,23,2018,46.8,53.2,-0.025,-0.023
NEW YORK,24,2018,50.52,49.48,-0.025,-0.023
NEW YORK,25,2018,61.83,38.17,-0.025,-0.023
NEW YORK,26,2018,71.85,28.15,-0.025,-0.023
NEW YORK,27,2018,52.81,47.19,-0.025,-0.023
NORTH CAROLINA,1,2018,69.85,30.15,-0.241,-0.22
NORTH CAROLINA,2,2018,47.19,52.81,-0.241,-0.22
NORTH CAROLINA,3,2018,0.0,100.0,-0.241,-0.22
NORTH CAROLINA,4,2018,75.07,24.93,-0.241,-0.22
NORTH CAROLINA,5,2018,42.97,57.03,-0.241,-0.22
NORTH CAROLINA,6,2018,43.48,56.52,-0.241,-0.22
NORTH CAROLINA,7,2018,43.52,56.48,-0.241,-0.22
NORTH CAROLINA,8,2018,44.66,55.34,-0.241,-0.22
NORTH CAROLINA,9,2018,49.84,50.16,-0.241,-0.22
NORTH CAROLINA,10,2018,40.71,59.29,-0.241,-0.22
NORTH CAROLINA,11,2018,39.56,60.44,-0.241,-0.22
NORTH CAROLINA,12,2018,73.07,26.93,-0.241,-0.22
NORTH CAROLINA,13,2018,46.91,53.09,-0.241,-0.22
OHIO,1,2018,47.75,52.25,-0.141,-0.197
OHIO,2,2018,41.72,58.28,-0.141,-0.197
OHIO,3,2018,73.63,26.37,-0.141,-0.197
OHIO,4,2018,34.74,65.26,-0.141,-0.197
OHIO,5,2018,36.08,63.92,-0.141,-0.197
OHIO,6,2018,30.75,69.25,-0.141,-0.197
OHIO,7,2018,41.26,58.74,-0.141,-0.197
OHIO,8,2018,33.42,66.58,-0.141,-0.197
OHIO,9,2018,67.8,32.2,-0.141,-0.197
OHIO,10,2018,42.99,57.01,-0.141,-0.197
OHIO,11,2018,82.25,17.75,-0.141,-0.197
OHIO,12,2018,47.86,52.14,-0.141,-0.197
OHIO,13,2018,60.99,39.01,-0.141,-0.197
OHIO,14,2018,44.75,55.25,-0.141,-0.197
OHIO,15,2018,40.5,59.5,-0.141,-0.197
OHIO,16,2018,43.27,56.73,-0.141,-0.197
PENNSYLVANIA,1,2018,48.74,51.26,-0.034,-0.043
PENNSYLVANIA,2,2018,79.02,20.98,-0.034,-0.043
PENNSYLVANIA,3,2018,93.38,6.62,-0.034,-0.043
PENNSYLVANIA,4,2018,63.52,36.48,-0.034,-0.043
PENNSYLVANIA,5,2018,65.19,34.81,-0.034,-0.043
PENNSYLVANIA,6,2018,58.88,41.12,-0.034,-0.043
PENNSYLVANIA,7,2018,55.17,44.83,-0.034,-0.043
PENNSYLVANIA,8,2018,54.64,45.36,-0.034,-0.043
PENNSYLVANIA,9,2018,40.25,59.75,-0.034,-0.043
PENNSYLVANIA,10,2018,48.68,51.32,-0.034,-0.043
PENNSYLVANIA,11,2018,41.02,58.98,-0.034,-0.043
PENNSYLVANIA,12,2018,33.96,66.04,-0.034,-0.043
PENNSYLVANIA,13,2018,29.51,70.49,-0.034,-0.043
PENNSYLVANIA,14,2018,42.09,57.91,-0.034,-0.043
PENNSYLVANIA,15,2018,32.16,67.84,-0.034,-0.043
PENNSYLVANIA,16,2018,47.83,52.17,-0.034,-0.043
PENNSYLVANIA,17,2018,56.26,43.74,-0.034,-0.043
PENNSYLVANIA,18,2018,100.0,0.0,-0.034,-0.043
SOUTH CAROLINA,1,2018,50.69,49.31,-0.178,-0.173
SOUTH CAROLINA,2,2018,43.02,56.98,-0.178,-0.173
SOUTH CAROLINA,3,2018,31.36,68.64,-0.178,-0.173
SOUTH CAROLINA,4,2018,38.03,61.97,-0.178,-0.173
SOUTH CAROLINA,5,2018,42.11,57.89,-0.178,-0.173
SOUTH CAROLINA,6,2018,71.3,28.7,-0.178,-0.173
SOUTH CAROLINA,7,2018,40.36,59.64,-0.178,-0.173
TENNESSEE,1,2018,21.43,78.57,-0.027,-0.223
TENNESSEE,2,2018,33.39,66.61,-0.027,-0.223
TENNESSEE,3,2018,35.12,64.88,-0.027,-0.223
TENNESSEE,4,2018,34.64,65.36,-0.027,-0.223
TENNESSEE,5,2018,67.85,32.15,-0.027,-0.223
TENNESSEE,6,2018,28.94,71.06,-0.027,-0.223
TENNESSEE,7,2018,32.44,67.56,-0.027,-0.223
TENNESSEE,8,2018,30.79,69.21,-0.027,-0.223
TENNESSEE,9,2018,80.61,19.39,-0.027,-0.223
TEXAS,1,2018,26.7,73.3,-0.022,-0.106
TEXAS,2,2018,46.3,53.7,-0.022,-0.106
TEXAS,3,2018,44.92,55.08,-0.022,-0.106
TEXAS,4,2018,23.33,76.67,-0.022,-0.106
TEXAS,5,2018,37.59,62.41,-0.022,-0.106
TEXAS,6,2018,46.11,53.89,-0.022,-0.106
TEXAS,7,2018,52.53,47.47,-0.022,-0.106
